,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,128
1,05:00:01-06:00:00,6,39
2,06:00:01-07:00:00,9,49
3,07:00:01-08:00:00,12,87
4,08:00:01-09:00:00,11,113
5,09:00:01-10:00:00,9,181
6,10:00:01-11:00:00,8,238
7,11:00:01-12:00:00,5,185
8,12:00:01-13:00:00,4,239
9,13:00:01-14:00:00,6,210
10,14:00:01-15:00:00,4,164
11,15:00:01-16:00:00,5,160
12,16:00:01-17:00:00,5,240
13,17:00:01-18:00:00,7,279
14,18:00:01-19:00:00,5,208
15,19:00:01-20:00:00,4,258
16,20:00:01-21:00:00,4,248
17,21:00:01-22:00:00,6,280
18,22:00:01-23:00:00,4,258
19,23:00:01-24:00:00,3,206
