,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,79
1,05:00:01-06:00:00,6,24
2,06:00:01-07:00:00,8,19
3,07:00:01-08:00:00,7,56
4,08:00:01-09:00:00,8,90
5,09:00:01-10:00:00,7,155
6,10:00:01-11:00:00,7,177
7,11:00:01-12:00:00,6,174
8,12:00:01-13:00:00,4,167
9,13:00:01-14:00:00,7,203
10,14:00:01-15:00:00,6,220
11,15:00:01-16:00:00,7,157
12,16:00:01-17:00:00,7,269
13,17:00:01-18:00:00,10,373
14,18:00:01-19:00:00,8,324
15,19:00:01-20:00:00,7,318
16,20:00:01-21:00:00,7,316
17,21:00:01-22:00:00,6,333
18,22:00:01-23:00:00,5,188
19,23:00:01-24:00:00,7,160
