,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,177
1,05:00:01-06:00:00,5,37
2,06:00:01-07:00:00,11,283
3,07:00:01-08:00:00,15,533
4,08:00:01-09:00:00,15,884
5,09:00:01-10:00:00,11,1056
6,10:00:01-11:00:00,7,667
7,11:00:01-12:00:00,9,546
8,12:00:01-13:00:00,6,504
9,13:00:01-14:00:00,8,412
10,14:00:01-15:00:00,4,433
11,15:00:01-16:00:00,6,417
12,16:00:01-17:00:00,7,537
13,17:00:01-18:00:00,9,614
14,18:00:01-19:00:00,7,641
15,19:00:01-20:00:00,5,695
16,20:00:01-21:00:00,8,787
17,21:00:01-22:00:00,3,501
18,22:00:01-23:00:00,4,409
19,23:00:01-24:00:00,4,219
