,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,75
1,05:00:01-06:00:00,3,68
2,06:00:01-07:00:00,11,95
3,07:00:01-08:00:00,15,199
4,08:00:01-09:00:00,11,311
5,09:00:01-10:00:00,11,347
6,10:00:01-11:00:00,7,552
7,11:00:01-12:00:00,6,397
8,12:00:01-13:00:00,4,390
9,13:00:01-14:00:00,5,456
10,14:00:01-15:00:00,5,318
11,15:00:01-16:00:00,4,372
12,16:00:01-17:00:00,3,413
13,17:00:01-18:00:00,5,315
14,18:00:01-19:00:00,5,600
15,19:00:01-20:00:00,1,468
16,20:00:01-21:00:00,6,462
17,21:00:01-22:00:00,5,393
18,22:00:01-23:00:00,3,357
19,23:00:01-24:00:00,3,236
