,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,114
1,05:00:01-06:00:00,3,61
2,06:00:01-07:00:00,10,94
3,07:00:01-08:00:00,14,211
4,08:00:01-09:00:00,12,344
5,09:00:01-10:00:00,7,496
6,10:00:01-11:00:00,7,537
7,11:00:01-12:00:00,9,671
8,12:00:01-13:00:00,7,491
9,13:00:01-14:00:00,4,522
10,14:00:01-15:00:00,3,386
11,15:00:01-16:00:00,5,403
12,16:00:01-17:00:00,7,527
13,17:00:01-18:00:00,7,483
14,18:00:01-19:00:00,5,597
15,19:00:01-20:00:00,5,522
16,20:00:01-21:00:00,4,497
17,21:00:01-22:00:00,6,431
18,22:00:01-23:00:00,7,389
19,23:00:01-24:00:00,3,286
