,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,95
1,05:00:01-06:00:00,8,100
2,06:00:01-07:00:00,15,194
3,07:00:01-08:00:00,13,359
4,08:00:01-09:00:00,13,650
5,09:00:01-10:00:00,15,606
6,10:00:01-11:00:00,12,394
7,11:00:01-12:00:00,7,478
8,12:00:01-13:00:00,5,502
9,13:00:01-14:00:00,6,276
10,14:00:01-15:00:00,3,328
11,15:00:01-16:00:00,3,362
12,16:00:01-17:00:00,8,538
13,17:00:01-18:00:00,8,594
14,18:00:01-19:00:00,8,571
15,19:00:01-20:00:00,6,724
16,20:00:01-21:00:00,8,719
17,21:00:01-22:00:00,6,455
18,22:00:01-23:00:00,10,491
19,23:00:01-24:00:00,4,193
