,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,2,48
1,05:00:01-06:00:00,3,2
2,06:00:01-07:00:00,5,82
3,07:00:01-08:00:00,4,63
4,08:00:01-09:00:00,3,74
5,09:00:01-10:00:00,2,53
6,10:00:01-11:00:00,3,59
7,11:00:01-12:00:00,2,44
8,12:00:01-13:00:00,2,36
9,13:00:01-14:00:00,2,34
10,14:00:01-15:00:00,0,9
11,15:00:01-16:00:00,4,64
12,16:00:01-17:00:00,3,15
13,17:00:01-18:00:00,0,160
14,18:00:01-19:00:00,2,75
15,19:00:01-20:00:00,2,40
16,20:00:01-21:00:00,3,20
17,21:00:01-22:00:00,3,11
18,22:00:01-23:00:00,1,0
19,23:00:01-24:00:00,,
