,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,0
1,05:00:01-06:00:00,0,2
2,06:00:01-07:00:00,4,67
3,07:00:01-08:00:00,1,143
4,08:00:01-09:00:00,2,144
5,09:00:01-10:00:00,2,174
6,10:00:01-11:00:00,2,114
7,11:00:01-12:00:00,1,118
8,12:00:01-13:00:00,3,173
9,13:00:01-14:00:00,4,130
10,14:00:01-15:00:00,1,141
11,15:00:01-16:00:00,2,249
12,16:00:01-17:00:00,1,155
13,17:00:01-18:00:00,1,98
14,18:00:01-19:00:00,2,154
15,19:00:01-20:00:00,1,185
16,20:00:01-21:00:00,3,133
17,21:00:01-22:00:00,0,55
18,22:00:01-23:00:00,0,58
19,23:00:01-24:00:00,0,6
