,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,4,40
2,06:00:01-07:00:00,2,76
3,07:00:01-08:00:00,3,241
4,08:00:01-09:00:00,1,272
5,09:00:01-10:00:00,3,222
6,10:00:01-11:00:00,3,180
7,11:00:01-12:00:00,2,216
8,12:00:01-13:00:00,2,246
9,13:00:01-14:00:00,3,171
10,14:00:01-15:00:00,0,110
11,15:00:01-16:00:00,2,93
12,16:00:01-17:00:00,3,88
13,17:00:01-18:00:00,3,162
14,18:00:01-19:00:00,1,142
15,19:00:01-20:00:00,2,175
16,20:00:01-21:00:00,2,110
17,21:00:01-22:00:00,2,78
18,22:00:01-23:00:00,0,68
19,23:00:01-24:00:00,0,10
