,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,134
1,05:00:01-06:00:00,1,20
2,06:00:01-07:00:00,4,81
3,07:00:01-08:00:00,2,183
4,08:00:01-09:00:00,1,189
5,09:00:01-10:00:00,1,106
6,10:00:01-11:00:00,2,67
7,11:00:01-12:00:00,2,90
8,12:00:01-13:00:00,2,143
9,13:00:01-14:00:00,4,188
10,14:00:01-15:00:00,3,127
11,15:00:01-16:00:00,1,131
12,16:00:01-17:00:00,4,122
13,17:00:01-18:00:00,0,63
14,18:00:01-19:00:00,1,36
15,19:00:01-20:00:00,2,97
16,20:00:01-21:00:00,2,122
17,21:00:01-22:00:00,1,148
18,22:00:01-23:00:00,1,28
19,23:00:01-24:00:00,0,11
