,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,3,36
2,06:00:01-07:00:00,3,34
3,07:00:01-08:00:00,3,248
4,08:00:01-09:00:00,1,153
5,09:00:01-10:00:00,3,113
6,10:00:01-11:00:00,3,122
7,11:00:01-12:00:00,1,182
8,12:00:01-13:00:00,4,124
9,13:00:01-14:00:00,1,166
10,14:00:01-15:00:00,3,168
11,15:00:01-16:00:00,1,101
12,16:00:01-17:00:00,4,95
13,17:00:01-18:00:00,3,136
14,18:00:01-19:00:00,5,167
15,19:00:01-20:00:00,1,188
16,20:00:01-21:00:00,4,231
17,21:00:01-22:00:00,1,153
18,22:00:01-23:00:00,0,25
19,23:00:01-24:00:00,0,1
