,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,3
2,06:00:01-07:00:00,4,76
3,07:00:01-08:00:00,3,96
4,08:00:01-09:00:00,3,142
5,09:00:01-10:00:00,0,150
6,10:00:01-11:00:00,1,72
7,11:00:01-12:00:00,2,63
8,12:00:01-13:00:00,4,79
9,13:00:01-14:00:00,1,77
10,14:00:01-15:00:00,2,86
11,15:00:01-16:00:00,1,98
12,16:00:01-17:00:00,0,56
13,17:00:01-18:00:00,1,107
14,18:00:01-19:00:00,1,88
15,19:00:01-20:00:00,0,140
16,20:00:01-21:00:00,1,97
17,21:00:01-22:00:00,1,93
18,22:00:01-23:00:00,0,42
19,23:00:01-24:00:00,,
