,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,42
1,05:00:01-06:00:00,2,5
2,06:00:01-07:00:00,3,68
3,07:00:01-08:00:00,2,65
4,08:00:01-09:00:00,3,160
5,09:00:01-10:00:00,0,158
6,10:00:01-11:00:00,1,42
7,11:00:01-12:00:00,2,58
8,12:00:01-13:00:00,1,107
9,13:00:01-14:00:00,2,77
10,14:00:01-15:00:00,1,112
11,15:00:01-16:00:00,1,53
12,16:00:01-17:00:00,1,100
13,17:00:01-18:00:00,1,33
14,18:00:01-19:00:00,0,75
15,19:00:01-20:00:00,0,90
16,20:00:01-21:00:00,0,43
17,21:00:01-22:00:00,0,46
18,22:00:01-23:00:00,,
19,23:00:01-24:00:00,,
