,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,57
3,07:00:01-08:00:00,8,151
4,08:00:01-09:00:00,10,182
5,09:00:01-10:00:00,13,133
6,10:00:01-11:00:00,10,113
7,11:00:01-12:00:00,8,134
8,12:00:01-13:00:00,8,188
9,13:00:01-14:00:00,8,122
10,14:00:01-15:00:00,8,116
11,15:00:01-16:00:00,8,252
12,16:00:01-17:00:00,7,218
13,17:00:01-18:00:00,9,401
14,18:00:01-19:00:00,8,520
15,19:00:01-20:00:00,10,470
16,20:00:01-21:00:00,12,554
17,21:00:01-22:00:00,4,293
18,22:00:01-23:00:00,4,107
19,23:00:01-24:00:00,0,26
