,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,4,22
2,06:00:01-07:00:00,9,250
3,07:00:01-08:00:00,9,405
4,08:00:01-09:00:00,8,357
5,09:00:01-10:00:00,6,342
6,10:00:01-11:00:00,4,167
7,11:00:01-12:00:00,5,167
8,12:00:01-13:00:00,6,298
9,13:00:01-14:00:00,4,143
10,14:00:01-15:00:00,3,68
11,15:00:01-16:00:00,1,91
12,16:00:01-17:00:00,4,142
13,17:00:01-18:00:00,1,137
14,18:00:01-19:00:00,1,152
15,19:00:01-20:00:00,1,128
16,20:00:01-21:00:00,1,182
17,21:00:01-22:00:00,2,79
18,22:00:01-23:00:00,1,61
19,23:00:01-24:00:00,0,1
